catalogItemId,catalogCategoryId,catalogCode,catalogNameHu,catalogNameEn,catalogNameDe,catalogUnit,catalogPrice,catalogPriceCurrency,catalogVatRate,catalogTechnicalPrice,svgLayer,hasLayer,hasTechnicalPrice,isFullMouth,isArch,isQuadrant,maxTeethPerArch,allowedTeeth,milkToothOnly,isActive
cat00025,pcat0003,05,Barázdazárás maradófogon,Fissure sealing on permanent tooth,Fissurenversiegelung am bleibenden Zahn,fog,12000,HUF,0,0,fissure-sealing-occlusal,TRUE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE
cat00026,pcat0003,06,"Tejfog trepanálás, exstirpálás","Deciduous tooth trepanation, extirpation","Milchzahn-Trepanation, Extirpation",fog,5000,HUF,0,0,endo-medical-filling,TRUE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE
cat00027,pcat0003,07,Tejfog eltávolítása,Deciduous tooth extraction,Milchzahnextraktion,fog,5000,HUF,0,0,[no-tooth],TRUE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE
cat00028,pcat0003,08,"Tejfogazat tisztítása, polírozása","Deciduous dentition cleaning, polishing","Milchgebiss-Reinigung, Politur",alkalom,5000,HUF,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,,,TRUE,TRUE
cat00029,pcat0003,09,Tejfog elfúrása,Deciduous tooth grinding down,Milchzahn-Abschleifen,fog,3000,HUF,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE
cat00030,pcat0004,01,Implantációs műtéti díj (egyszer használatos steril eszközök),Implant surgery fee (single-use sterile instruments),Implantations-OP-Gebühr (sterile Einweginstrumente),alkalom,20000,HUF,0,20000,,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00031,pcat0004,02,AlphaBio Neo implantátum behelyezése,AlphaBio Neo implant placement,AlphaBio Neo Implantat-Einsetzen,db,150000,HUF,0,43238,implant-base,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00032,pcat0004,03,AlphaBio felépítmény (egyenes átmenő) csavar behelyezése,AlphaBio abutment (straight through) screw placement,AlphaBio Aufbau (gerades Durchgangs-) Schraubeneinsetzen,db,30000,HUF,0,15000,implant-connector,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00033,pcat0004,04,AlphaBio felépítmény (döntött átmenő) csavar behelyezése,AlphaBio abutment (angled through) screw placement,AlphaBio Aufbau (abgewinkeltes Durchgangs-) Schraubeneinsetzen,db,40000,HUF,0,30000,implant-connector,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00034,pcat0004,05,AlphaBio felépítmény (multi-unit) bázis csavar behelyezése,AlphaBio abutment (multi-unit) base screw placement,AlphaBio Aufbau (Multi-Unit) Basisschraubeneinsetzen,db,30000,HUF,0,29282,implant-connector,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00035,pcat0004,06,AlphaBio felépítmény (multi-unit) egyenes fej behelyezése,AlphaBio abutment (multi-unit) straight head placement,AlphaBio Aufbau (Multi-Unit) gerades Kopfeinsetzen,db,20000,HUF,0,15000,implant-connector,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00036,pcat0004,07,AlphaBio felépítmény (multi-unit) döntött fej behelyezése,AlphaBio abutment (multi-unit) angled head placement,AlphaBio Aufbau (Multi-Unit) abgewinkeltes Kopfeinsetzen,db,30000,HUF,0,27000,implant-connector,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00037,pcat0004,08,AlphaBio lokátor fej,AlphaBio locator head,AlphaBio Locator-Kopf,db,62000,HUF,0,47000,"implant-connector, implant-locator-screw",TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00038,pcat0004,09,Egyénileg frézelt stég alap,Individually milled bar base,Individuell gefräste Stegbasis,db,40000,HUF,0,15000,,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00039,pcat0004,10,Implantátumra készített stéges fogsor (12 foggal),Implant-supported bar denture (12 teeth),Implantatgetragene Stegprothese (12 Zähne),állcsont,320000,HUF,0,300000,[bar-denture-12],TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00040,pcat0004,11,Implantátumra készített stéges fogsor (14 foggal),Implant-supported bar denture (14 teeth),Implantatgetragene Stegprothese (14 Zähne),állcsont,380000,HUF,0,300000,[bar-denture-14],TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00041,pcat0004,12,AlphaBio felépítényhez alkalmazott ínymaszk,AlphaBio abutment gingival mask,AlphaBio Aufbau-Gingivamaske,db,12000,HUF,0,6000,,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00042,pcat0004,13,"3D minta készítése, harapás beállítása (implantátumokhoz)","3D model fabrication, bite registration (for implants)","3D-Modellherstellung, Bissregistrierung (für Implantate)",db,20000,HUF,0,12000,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00043,pcat0004,14,Műtéti implantációs sablon (1 fogra),Surgical implant guide (for 1 tooth),Chirurgische Implantat-Bohrschablone (für 1 Zahn),db,80000,HUF,0,80000,,FALSE,TRUE,FALSE,TRUE,FALSE,1,,FALSE,TRUE
cat00044,pcat0004,15,Műtéti implantációs sablon (2 fogra),Surgical implant guide (for 2 teeth),Chirurgische Implantat-Bohrschablone (für 2 Zähne),db,100000,HUF,0,100000,,FALSE,TRUE,FALSE,TRUE,FALSE,2,,FALSE,TRUE
cat00045,pcat0004,16,Műtéti implantációs sablon (3 fogra),Surgical implant guide (for 3 teeth),Chirurgische Implantat-Bohrschablone (für 3 Zähne),db,120000,HUF,0,120000,,FALSE,TRUE,FALSE,TRUE,FALSE,3,,FALSE,TRUE
cat00046,pcat0004,17,Műtéti implantációs sablon (4 fogra),Surgical implant guide (for 4 teeth),Chirurgische Implantat-Bohrschablone (für 4 Zähne),db,140000,HUF,0,140000,,FALSE,TRUE,FALSE,TRUE,FALSE,4,,FALSE,TRUE
cat00047,pcat0004,18,Implantátum felszabadítása + gyógyulási csavar behelyezése,Implant uncovering + healing abutment placement,Implantatfreilegung + Einheilkappe-Einsetzen,db,10000,HUF,0,0,implant-healing-abutment,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00048,pcat0004,19,Idegen implantátum - technikai beszerzési költségek,Foreign implant - technical procurement costs,Fremdimplantat - technische Beschaffungskosten,alkalom,30000,HUF,0,30000,,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00049,pcat0005,01,"Ideiglenes tömés (rövid távú - Fermin, Citodur)","Temporary filling (short-term - Fermin, Citodur)","Provisorische Füllung (kurzfristig - Fermin, Citodur)",db,4000,HUF,0,0,filling-temporary-[surfaces4],TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00050,pcat0005,02,Ideiglenes tömés (hosszú távú - üvegionomer),Temporary filling (long-term - glass ionomer),Provisorische Füllung (langfristig - Glasionomer),db,12000,HUF,0,0,filling-gic-[surfaces4],TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00051,pcat0005,03,Fognyaki tömés (egy felszínen),Cervical tooth filling (one surface),Zahnhalsfüllung (eine Fläche),db,20000,HUF,0,0,filling-[material1]-buccal,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00052,pcat0005,04,"Front esztétikus tömés (több felszín, élpótlás)","Anterior aesthetic filling (multiple surfaces, incisal edge restoration)","Ästhetische Frontzahnfüllung (mehrere Flächen, Schneidekanten-Aufbau)",db,30000,HUF,0,0,filling-composite-[surfaces4],TRUE,FALSE,FALSE,FALSE,FALSE,,11|12|13|21|22|23|31|32|33|41|42|43,FALSE,TRUE
cat00053,pcat0005,05,Esztétikus fogtömés - kicsi (egy felszín),Aesthetic tooth filling - small (1 surface),Ästhetische Zahnfüllung - klein (1 Fläche),db,25000,HUF,0,0,filling-composite-[surfaces1],TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00054,pcat0005,06,Esztétikus fogtömés - közepes (két felszín),Aesthetic tooth filling - medium (2 surfaces),Ästhetische Zahnfüllung - mittel (2 Flächen),db,25000,HUF,0,0,filling-composite-[surfaces2],TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00055,pcat0005,07,Esztétikus fogtömés - nagy (három vagy több felszín),Aesthetic tooth filling - large (3 or more surfaces),Ästhetische Zahnfüllung - groß (3 oder mehr Flächen),db,28000,HUF,0,0,filling-composite-[surfaces4],TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00056,pcat0005,08,"Esztétikus fogtömés (üvegszálas felépítéssel, alábélelve)","Aesthetic tooth filling (with fiberglass build-up, lined)","Ästhetische Zahnfüllung (mit Glasfaseraufbau, unterfüttert)",db,30000,HUF,0,0,filling-composite-[surfaces4],TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00057,pcat0005,09,"Direkt héj, esztétikus tömőanyaggal",Direct veneer with aesthetic filling material,Direktes Veneer mit ästhetischem Füllungsmaterial,db,35000,HUF,0,0,filling-composite-[surfaces4],TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00058,pcat0005,10,"Indirekt (technikusi) héj vagy betét, IPS e.max anyagból","Indirect (lab-made) veneer or inlay, IPS e.max material","Indirektes (laborgefertigtes) Veneer oder Inlay, IPS e.max Material",db,70000,HUF,0,0,emax-crown,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00059,pcat0005,11,Arany inlay vagy onlay (db + aranyár),Gold inlay or onlay (per unit + gold price),Gold-Inlay oder -Onlay (pro Stück + Goldpreis),db,40000,HUF,0,0,emax-crown,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00060,pcat0005,12,Fogékszer ragasztás,Tooth gem bonding,Zahnschmuck-Befestigung,db,12000,HUF,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00061,pcat0005,13,Fogékszer ragasztás (hozott ékszer esetén),Tooth gem bonding (in case of patient-supplied gem),Zahnschmuck-Befestigung (bei mitgebrachtem Schmuck),fog,6000,HUF,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00062,pcat0006,01,Professzionális alap fogkő eltávolítás (állcsontonként),Professional basic tartar removal (per arch),"Professionelle Zahnsteinentfernung (Basis, pro Kiefer)",állcsont,10000,HUF,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00063,pcat0006,02,Professzionális alap fogkő eltávolítás (teljes száj),Professional basic tartar removal (full mouth),"Professionelle Zahnsteinentfernung (Basis, gesamter Mund)",alkalom,20000,HUF,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00064,pcat0006,03,"Professzionális teljes szájhigiénai kezelés (oktatás, bemérés)","Professional full oral hygiene treatment (instruction, assessment)","Professionelle Mundhygiene-Komplettbehandlung (Schulung, Befundung)",alkalom,28000,HUF,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00065,pcat0006,04,Professzionális szájhigiénai kontroll,Professional oral hygiene follow-up,Professionelle Mundhygiene-Kontrolle,alkalom,12000,HUF,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00066,pcat0006,05,EMS komplex teljes szájhigiéniai kezelés,EMS comprehensive full oral hygiene treatment,EMS umfassende Mundhygiene-Komplettbehandlung,alkalom,25000,HUF,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00067,pcat0006,06,"EMS komplex teljes szájhigiéniai kezelés, bemérés, okatás","EMS comprehensive full oral hygiene treatment, assessment, instruction","EMS umfassende Mundhygiene-Komplettbehandlung, Befundung, Schulung",alkalom,30000,HUF,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00068,pcat0006,07,Mély (zárt) kürett (állcsontonként),Deep (closed) curettage (per arch),Tiefe (geschlossene) Kürettage (pro Kiefer),állcsont,12000,HUF,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00069,pcat0006,08,Mély (zárt) kürett (kvadránsonként),Deep (closed) curettage (per quadrant),Tiefe (geschlossene) Kürettage (pro Quadrant),kvadráns,8000,HUF,0,0,,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,TRUE
cat00070,pcat0006,09,Mély (zárt) kürett (foganként),Deep (closed) curettage (per tooth),Tiefe (geschlossene) Kürettage (pro Zahn),fog,5000,HUF,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00071,pcat0006,10,Sínezés (foganként),Splinting (per tooth),Schienung (pro Zahn),fog,3000,HUF,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00072,pcat0007,01,Digitális 3D lenyomat készítése szkennerrel,Digital 3D impression with scanner,Digitaler 3D-Abdruck mit Scanner,állcsont,0,HUF,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00073,pcat0007,02,Hagyományos lenyomat készítése,Conventional impression taking,Konventionelle Abdrucknahme,állcsont,0,HUF,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00074,pcat0007,03,Fogak előkészítése,Tooth preparation,Zahnpräparation,állcsont,0,HUF,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00075,pcat0007,04,Ideiglenes ragasztás,Temporary cementation,Provisorische Zementierung,állcsont,0,HUF,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00076,pcat0007,05,"Végleges ragasztás, átadás","Final cementation, delivery","Definitive Zementierung, Übergabe",állcsont,0,HUF,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00077,pcat0007,06,Ideiglenes korona vagy hídtag (rendelői),Temporary crown or bridge unit (chairside),Provisorische Krone oder Brückenglied (praxisgefertigt),db,5000,HUF,0,0,temporary-crown,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00078,pcat0007,07,PMMA ideiglenes korona vagy hídtag (technikusi) - rövid távú,PMMA temporary crown or bridge unit (lab-made) - short-term,PMMA provisorische Krone oder Brückenglied (laborgefertigt) - kurzfristig,db,10000,HUF,0,7000,temporary-crown,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00079,pcat0007,08,PMMA ideiglenes korona vagy hídtag (technikusi) - hosszú távú,PMMA temporary crown or bridge unit (lab-made) - long-term,PMMA provisorische Krone oder Brückenglied (laborgefertigt) - langfristig,db,15000,HUF,0,7000,temporary-crown,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00080,pcat0007,09,"PMMA kontroll vizsgálat, megbeszélés","PMMA follow-up examination, discussion","PMMA Kontrolluntersuchung, Besprechung",alkalom,0,HUF,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00081,pcat0007,10,Fémkerámia korona vagy hídtag (kobalt-króm),Metal-ceramic crown or bridge unit (cobalt-chromium),Metallkeramikkrone oder Brückenglied (Kobalt-Chrom),db,60000,HUF,0,27000,metal-crown,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00082,pcat0007,11,Fémkerámia korona vagy hídtag (titánból),Metal-ceramic crown or bridge unit (titanium),Metallkeramikkrone oder Brückenglied (Titan),db,68000,HUF,0,35000,metal-crown,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00083,pcat0007,12,Fémkerámia korona implantátumra (kobalt-króm),Metal-ceramic crown on implant (cobalt-chromium),Metallkeramikkrone auf Implantat (Kobalt-Chrom),db,70000,HUF,0,27000,metal-crown,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00084,pcat0007,13,"Cirkónium-dioxidból készült, fémmentes korona vagy hídtag","Zirconium dioxide, metal-free crown or bridge unit","Zirkoniumdioxid, metallfreie Krone oder Brückenglied",db,90000,HUF,0,36000,zircon-crown,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00085,pcat0007,14,"Cirkónium-dioxidból készült, fémmentes korona vagy hídtag implantátumra","Zirconium dioxide, metal-free crown or bridge unit on implant","Zirkoniumdioxid, metallfreie Krone oder Brückenglied auf Implantat",db,110000,HUF,0,36000,zircon-crown,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00086,pcat0007,15,Prés kerámia korona (IPS e.max),Pressed ceramic crown (IPS e.max),Presskeramikkrone (IPS e.max),db,90000,HUF,0,36000,emax-crown,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00087,pcat0007,16,Primer teleszkóp korona,Primary telescopic crown,Primäre Teleskopkrone,db,42000,HUF,0,35000,telescope-crown-inside,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00088,pcat0007,17,Szekunder teleszkóp korona,Secondary telescopic crown,Sekundäre Teleskopkrone,db,42000,HUF,0,35000,telescope-crown-outside,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00089,pcat0007,18,Teleszkóp korona kerámia leplezése,Telescopic crown ceramic veneering,Teleskopkrone Keramikverblendung,fog,15000,HUF,0,12000,,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00090,pcat0007,19,"Koronafelvágás, hídlevétel","Crown sectioning, bridge removal","Kronenaufschneiden, Brückenabnahme",fog,3000,HUF,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00091,pcat0007,20,Korona visszaragasztás (szóló korona),Crown re-cementation (single crown),Kronenwiederbefestigung (Einzelkrone),fog,6000,HUF,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00092,pcat0007,21,Híd visszaragasztás (fogpótlás 2-3 tag),Bridge re-cementation (prosthesis 2-3 units),Brückenwiederbefestigung (Versorgung 2-3 Glieder),db,10000,HUF,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,3,,FALSE,TRUE
cat00093,pcat0007,22,Híd visszaragasztás (fogpótlás 4-6 tag),Bridge re-cementation (prosthesis 4-6 units),Brückenwiederbefestigung (Versorgung 4-6 Glieder),db,12000,HUF,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,6,,FALSE,TRUE
cat00094,pcat0007,23,Híd visszaragasztás (fogpótlás 7 tag felett),Bridge re-cementation (prosthesis over 7 units),Brückenwiederbefestigung (Versorgung über 7 Glieder),db,15000,HUF,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,10,,FALSE,TRUE
cat00095,pcat0007,24,Hagyományos kivehető teljes műfogsor (akrilát),Conventional removable complete denture (acrylic),Herkömmliche herausnehmbare Totalprothese (Acryl),állcsont,130000,HUF,0,73000,[full-denture],TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00096,pcat0007,25,Prémium kivehető teljes műfogsor (Candulor),Premium removable complete denture (Candulor),Premium herausnehmbare Totalprothese (Candulor),állcsont,250000,HUF,0,125000,[full-denture],TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00097,pcat0007,26,"Rugalmas kivehető teljes műfogsor (Vertex, Bredent)","Flexible removable complete denture (Vertex, Bredent)","Flexible herausnehmbare Totalprothese (Vertex, Bredent)",állcsont,250000,HUF,0,125000,[full-denture],TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00098,pcat0007,27,Ideiglenes hagyományos kivehető teljes műfogsor (akrilát),Temporary conventional removable complete denture (acrylic),Provisorische herkömmliche herausnehmbare Totalprothese (Acryl),állcsont,90000,HUF,0,73000,[full-denture],TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00099,pcat0007,28,Ideiglenes 1 vagy 2 fogas kivehető klipsz pótlás,Temporary 1 or 2 tooth removable clip prosthesis,Provisorische herausnehmbare Klipp-Prothese (1 oder 2 Zähne),állcsont,20000,HUF,0,12000,"[no-tooth], prosthesis-crown",TRUE,TRUE,FALSE,TRUE,FALSE,2,,FALSE,TRUE
cat00100,pcat0007,29,Ideiglenes 1 vagy 2 fogas kivehető sín pótlás,Temporary 1 or 2 tooth removable splint prosthesis,Provisorische herausnehmbare Schienen-Prothese (1 oder 2 Zähne),állcsont,23000,HUF,0,15000,"[no-tooth], prosthesis-crown",TRUE,TRUE,FALSE,TRUE,FALSE,2,,FALSE,TRUE
cat00101,pcat0007,30,Fogsor alaplemez öntőakrilátból,Denture base plate from cast acrylic,Prothesenbasisplatte aus Gießacryl,db,40000,HUF,0,19000,,FALSE,TRUE,FALSE,TRUE,FALSE,12,,FALSE,TRUE
